product_option_value_id,product_option_id,product_id,option_id,option_value_id,quantity,subtract,price,price_prefix,points,points_prefix,weight,weight_prefix
65445,54630,48272,955,235,1000,0,0,+,0,+,0,+
65446,54630,48272,955,236,1000,0,0,+,0,+,0,+
65447,54630,48272,955,116,1000,0,0,+,0,+,0,+
65448,54631,48272,13,324,0,0,2,+,0,+,0,+
65449,54631,48272,13,425,0,0,0,+,0,+,0,+
65450,54636,48184,955,235,1000,0,0,+,0,+,0,+
65451,54636,48184,955,236,1000,0,0,+,0,+,0,+
65452,54636,48184,955,116,1000,0,0,+,0,+,0,+
65453,54636,48184,955,124,1000,0,0,+,0,+,0,+
65454,54639,48184,13,201,0,0,0,+,0,+,0,+
65455,54640,48136,955,235,1000,0,0,+,0,+,0,+
65456,54640,48136,955,236,1000,0,0,+,0,+,0,+
65457,54640,48136,955,116,1000,0,0,+,0,+,0,+
65458,54640,48136,955,124,1000,0,0,+,0,+,0,+
65459,54643,48136,13,425,0,0,0,+,0,+,0,+
65460,54644,48307,361,71,1000,1,0,+,0,+,0,+
65461,54644,48307,361,72,1000,1,0,+,0,+,0,+
65462,54644,48307,361,73,1000,1,0,+,0,+,0,+
65463,54644,48307,361,74,1000,1,0,+,0,+,0,+
65464,54644,48307,361,75,1000,1,1,+,0,+,0,+
65465,54644,48307,361,76,1000,1,1,+,0,+,0,+
65466,54644,48307,361,77,1000,1,1,+,0,+,0,+
65467,54644,48307,361,78,1000,1,1,+,0,+,0,+
65468,54644,48307,361,79,1000,1,1,+,0,+,0,+
65471,54648,48273,13,425,0,0,0,+,0,+,0,+
65472,54648,48273,13,324,0,0,2,+,0,+,0,+
65473,54653,48165,13,201,0,0,0,+,0,+,0,+
65474,54653,48165,13,197,0,0,4,+,0,+,0,+
65475,54654,48165,955,116,0,0,0,+,0,+,0,+
65476,54654,48165,955,253,0,0,0,+,0,+,0,+
65484,54662,48131,2416,300,0,0,0,+,0,+,0,+
65485,54662,48131,2416,302,0,0,0,+,0,+,0,+
65497,54672,48168,955,106,0,0,0,+,0,+,0,+
65498,54672,48168,955,116,0,0,0,+,0,+,0,+
65499,54672,48168,955,107,0,0,0,+,0,+,0,+
65500,54672,48168,955,236,0,0,0,+,0,+,0,+
65501,54672,48168,955,235,0,0,0,+,0,+,0,+
65502,54673,48185,13,201,1000,0,0,+,0,+,1,+
65503,54674,48185,955,124,1000,0,0,+,0,+,0,+
65504,54674,48185,955,235,1000,0,0,+,0,+,0,+
65505,54674,48185,955,236,1000,0,0,+,0,+,0,+
65506,54674,48185,955,116,1000,0,0,+,0,+,0,+
65507,54676,48138,13,425,1000,0,0,+,0,+,2,+
65508,54677,48138,955,236,1000,0,0,+,0,+,0,+
65509,54677,48138,955,116,1000,0,0,+,0,+,0,+
65510,54677,48138,955,124,1000,0,0,+,0,+,0,+
65511,54677,48138,955,235,1000,0,0,+,0,+,0,+
65512,54679,48186,13,201,1000,0,0,+,0,+,1,+
65513,54680,48186,955,124,1000,0,0,+,0,+,0,+
65514,54680,48186,955,235,1000,0,0,+,0,+,0,+
65515,54680,48186,955,236,1000,0,0,+,0,+,0,+
65516,54680,48186,955,116,1000,0,0,+,0,+,0,+
65517,54684,48139,13,425,1000,0,0,+,0,+,2,+
65518,54685,48139,955,236,1000,0,0,+,0,+,0,+
65519,54685,48139,955,116,1000,0,0,+,0,+,0,+
65520,54685,48139,955,124,1000,0,0,+,0,+,0,+
65521,54685,48139,955,235,1000,0,0,+,0,+,0,+
65522,54689,48187,13,201,1000,0,0,+,0,+,1,+
65523,54690,48187,955,124,1000,0,0,+,0,+,0,+
65524,54690,48187,955,235,1000,0,0,+,0,+,0,+
65525,54690,48187,955,236,1000,0,0,+,0,+,0,+
65526,54690,48187,955,116,1000,0,0,+,0,+,0,+
65527,54695,48140,13,425,1000,0,0,+,0,+,2,+
65528,54696,48140,955,236,1000,0,0,+,0,+,0,+
65529,54696,48140,955,116,1000,0,0,+,0,+,0,+
65530,54696,48140,955,124,1000,0,0,+,0,+,0,+
65531,54696,48140,955,235,1000,0,0,+,0,+,0,+
65548,54710,48289,13,425,0,0,0,+,0,+,0,+
65549,54710,48289,13,425,0,0,2,+,0,+,0,+
65550,54715,48318,361,71,1000,1,0,+,0,+,0,+
65551,54715,48318,361,72,1000,1,0,+,0,+,0,+
65552,54715,48318,361,73,1000,1,0,+,0,+,0,+
65553,54715,48318,361,74,1000,1,0,+,0,+,0,+
65554,54715,48318,361,75,1000,1,1,+,0,+,0,+
65555,54715,48318,361,76,1000,1,1,+,0,+,0,+
65556,54715,48318,361,77,1000,1,1,+,0,+,0,+
65557,54715,48318,361,78,1000,1,1,+,0,+,0,+
65558,54715,48318,361,79,1000,1,1,+,0,+,0,+
65559,54717,10494,13,324,1000,0,0,+,0,+,1,+
65560,54717,10494,13,325,1000,0,8,+,0,+,1,+
65561,54717,10494,13,197,0,0,48,+,0,+,0,+
65562,54717,10494,13,319,0,0,67,+,0,+,0,+
65563,54720,10494,825,103,1000,0,0,+,0,+,0.00000245,+
65564,54721,47603,13,324,1000,0,2,+,0,+,1,+
65565,54721,47603,13,425,0,0,0,+,0,+,0,+
65568,54727,47604,13,324,1000,0,2,+,0,+,1,+
65569,54727,47604,13,425,0,0,0,+,0,+,0,+
65572,54734,48032,13,425,1000,0,0,+,0,+,0,+
65573,54734,48032,13,324,1000,0,2,+,0,+,0,+
65576,54739,47682,13,425,1000,0,0,+,0,+,1,+
65577,54739,47682,13,324,1000,0,1,+,0,+,1,+
65578,54739,47682,13,201,0,0,47,+,0,+,0,+
65579,54739,47682,13,197,0,0,51,+,0,+,0,+
65580,54740,47682,955,111,1000,1,0,+,0,+,0,+
65581,54740,47682,955,112,999,1,0,+,0,+,0,+
65582,54740,47682,955,134,1000,1,0,+,0,+,0,+
65583,54740,47682,955,115,1000,1,0,+,0,+,0,+
65586,54747,47605,13,324,1000,0,2,+,0,+,1,+
65587,54747,47605,13,425,0,0,0,+,0,+,0,+
65590,54754,48031,13,324,1000,0,2,+,0,+,1,+
65591,54754,48031,13,197,1000,0,50,+,0,+,0,+
65592,54754,48031,13,425,0,0,0,+,0,+,0,+
65593,54754,48031,13,201,0,0,45,+,0,+,0,+
65594,54755,48031,1849,387,1000,0,0,+,0,+,0,+
65595,54755,48031,1849,388,1000,0,0,+,0,+,0,+
65598,54757,48086,13,425,0,0,0,+,0,+,0,+
65599,54757,48086,13,324,0,0,2,+,0,+,0,+
65617,54775,46919,13,324,0,0,1,+,0,+,0,+
65618,54775,46919,13,425,0,0,0,+,0,+,0,+
65621,54780,46918,13,324,0,0,1,+,0,+,0,+
65622,54780,46918,13,425,0,0,0,+,0,+,0,+
65625,54786,46918,1085,132,1000,0,0,+,0,+,0,+
65626,54786,46918,1085,133,1000,0,0,+,0,+,0,+
65627,54787,47600,13,324,1000,0,2,+,0,+,1,+
65628,54787,47600,13,425,0,0,0,+,0,+,0,+
65645,54800,46131,361,79,1000,0,1,+,0,+,1,+
65646,54800,46131,361,77,1000,0,1,+,0,+,1,+
65647,54800,46131,361,75,1000,0,1,+,0,+,1,+
65648,54800,46131,361,76,1000,0,1,+,0,+,1,+
65649,54800,46131,361,74,1000,0,0,+,0,+,1,+
65650,54800,46131,361,73,1000,0,0,+,0,+,1,+
65651,54800,46131,361,72,1000,0,0,+,0,+,1,+
65652,54800,46131,361,71,1000,0,0,+,0,+,1,+
65653,54800,46131,361,78,1000,0,1,+,0,+,1,+
65737,54868,47732,361,79,1000,0,1,+,0,+,1,+
65738,54868,47732,361,77,1000,0,1,+,0,+,1,+
65739,54868,47732,361,75,1000,0,1,+,0,+,1,+
65740,54868,47732,361,76,1000,0,1,+,0,+,1,+
65741,54868,47732,361,74,1000,0,0,+,0,+,1,+
65742,54868,47732,361,73,1000,0,0,+,0,+,1,+
65743,54868,47732,361,72,1000,0,0,+,0,+,1,+
65744,54868,47732,361,71,1000,0,0,+,0,+,1,+
65745,54868,47732,361,78,1000,0,1,+,0,+,1,+
65792,54917,46844,13,324,1000,0,1,+,0,+,0,+
65793,54917,46844,13,63,1000,0,7,+,0,+,0,+
65794,54917,46844,13,325,1000,0,11,+,0,+,0,+
65795,54917,46844,13,425,1000,0,0,+,0,+,0,+
65796,54920,48189,13,201,1000,0,0,+,0,+,0,+
65797,54920,48189,13,197,1000,0,5,+,0,+,2,+
65800,54927,46843,13,425,0,0,0,+,0,+,0,+
65801,54927,46843,13,201,0,0,47,+,0,+,0,+
65802,54927,46843,13,324,0,0,1,+,0,+,0,+
65819,54943,46493,825,103,1000,0,0,+,0,+,0,+
65835,54960,46656,361,79,1000,0,1,+,0,+,1,+
65836,54960,46656,361,77,1000,0,1,+,0,+,1,+
65837,54960,46656,361,75,1000,0,1,+,0,+,1,+
65838,54960,46656,361,76,1000,0,1,+,0,+,1,+
65839,54960,46656,361,74,1000,0,0,+,0,+,1,+
65840,54960,46656,361,73,1000,0,0,+,0,+,1,+
65841,54960,46656,361,72,1000,0,0,+,0,+,1,+
65842,54960,46656,361,71,1000,0,0,+,0,+,1,+
65843,54960,46656,361,78,1000,0,1,+,0,+,1,+
65844,54964,46653,361,79,1000,0,1,+,0,+,1,+
65845,54964,46653,361,77,1000,0,1,+,0,+,1,+
65846,54964,46653,361,75,1000,0,1,+,0,+,1,+
65847,54964,46653,361,76,1000,0,1,+,0,+,1,+
65848,54964,46653,361,74,1000,0,0,+,0,+,1,+
65849,54964,46653,361,73,1000,0,0,+,0,+,1,+
65850,54964,46653,361,72,1000,0,0,+,0,+,1,+
65851,54964,46653,361,71,1000,0,0,+,0,+,1,+
65852,54964,46653,361,78,1000,0,1,+,0,+,1,+
65857,54974,10522,13,324,1000,0,0,+,0,+,1,+
65858,54974,10522,13,325,1000,0,8,+,0,+,1,+
65859,54974,10522,13,197,0,0,48,+,0,+,0,+
65860,54974,10522,13,319,0,0,67,+,0,+,0,+
65861,54977,10522,825,103,1000,0,0,+,0,+,0.00000246,+
65862,54978,1132,13,319,0,0,69,+,0,+,0,+
65863,54978,1132,13,324,0,0,2,+,0,+,0,+
65864,54978,1132,13,63,0,0,5,+,0,+,1,+
65865,54978,1132,13,325,0,0,10,+,0,+,2,+
65866,54978,1132,13,425,0,0,0,+,0,+,0,+
65867,54978,1132,13,201,0,0,45,+,0,+,0,+
65868,54978,1132,13,197,0,0,50,+,0,+,0,+
65869,54982,48172,13,201,1000,0,0,+,0,+,0,+
65870,54982,48172,13,197,1000,0,5,+,0,+,0,+
65875,54987,46718,1467,162,999,1,5,+,0,+,0,+
65876,54987,46718,1467,161,999,1,0,+,0,+,0,+
65877,54988,46718,13,204,999,1,0,+,0,+,0,+
65878,54988,46718,13,205,999,1,0,+,0,+,0,+
65879,54989,46132,361,79,1000,0,1,+,0,+,1,+
65880,54989,46132,361,77,1000,0,1,+,0,+,1,+
65881,54989,46132,361,75,1000,0,1,+,0,+,1,+
65882,54989,46132,361,76,1000,0,1,+,0,+,1,+
65883,54989,46132,361,74,1000,0,0,+,0,+,1,+
65884,54989,46132,361,73,1000,0,0,+,0,+,1,+
65885,54989,46132,361,72,1000,0,0,+,0,+,1,+
65886,54989,46132,361,71,1000,0,0,+,0,+,1,+
65887,54989,46132,361,78,1000,0,1,+,0,+,1,+
65888,54992,48300,13,324,1000,0,0,+,0,+,1,+
65889,54992,48300,13,325,1000,0,8,+,0,+,1,+
65890,54992,48300,13,197,0,0,48,+,0,+,0,+
65891,54992,48300,13,319,0,0,67,+,0,+,0,+
65905,55002,47616,361,79,1000,0,1,+,0,+,1,+
65906,55002,47616,361,77,1000,0,1,+,0,+,1,+
65907,55002,47616,361,75,1000,0,1,+,0,+,1,+
65908,55002,47616,361,76,1000,0,1,+,0,+,1,+
65909,55002,47616,361,74,1000,0,0,+,0,+,1,+
65910,55002,47616,361,73,1000,0,0,+,0,+,1,+
65911,55002,47616,361,72,1000,0,0,+,0,+,1,+
65912,55002,47616,361,71,1000,0,0,+,0,+,1,+
65913,55002,47616,361,78,1000,0,1,+,0,+,1,+
65920,55010,46133,361,79,1000,1,1,+,0,+,1,+
65921,55010,46133,361,77,1000,0,1,+,0,+,1,+
65922,55010,46133,361,75,1000,0,1,+,0,+,1,+
65923,55010,46133,361,76,1000,0,1,+,0,+,1,+
65924,55010,46133,361,74,1000,0,0,+,0,+,1,+
65925,55010,46133,361,73,1000,0,0,+,0,+,1,+
65926,55010,46133,361,72,1000,0,0,+,0,+,1,+
65927,55010,46133,361,71,1000,0,0,+,0,+,1,+
65928,55010,46133,361,78,1000,1,1,+,0,+,1,+
65934,55019,47654,361,79,1000,0,1,+,0,+,1,+
65935,55019,47654,361,77,1000,0,1,+,0,+,1,+
65936,55019,47654,361,75,1000,0,1,+,0,+,1,+
65937,55019,47654,361,76,1000,0,1,+,0,+,1,+
65938,55019,47654,361,74,1000,0,0,+,0,+,1,+
65939,55019,47654,361,73,1000,0,0,+,0,+,1,+
65940,55019,47654,361,72,1000,0,0,+,0,+,1,+
65941,55019,47654,361,71,1000,0,0,+,0,+,1,+
65942,55019,47654,361,78,1000,0,1,+,0,+,1,+
65943,55023,47751,361,79,1000,0,1,+,0,+,1,+
65944,55023,47751,361,77,1000,0,1,+,0,+,1,+
65945,55023,47751,361,75,1000,0,1,+,0,+,1,+
65946,55023,47751,361,76,1000,0,1,+,0,+,1,+
65947,55023,47751,361,74,1000,0,0,+,0,+,1,+
65948,55023,47751,361,73,1000,0,0,+,0,+,1,+
65949,55023,47751,361,72,1000,0,0,+,0,+,1,+
65950,55023,47751,361,71,1000,0,0,+,0,+,1,+
65951,55023,47751,361,78,1000,0,1,+,0,+,1,+
65958,55031,47743,361,79,1000,0,1,+,0,+,1,+
65959,55031,47743,361,77,1000,0,1,+,0,+,1,+
65960,55031,47743,361,75,1000,0,1,+,0,+,1,+
65961,55031,47743,361,76,1000,0,1,+,0,+,1,+
65962,55031,47743,361,74,1000,0,0,+,0,+,1,+
65963,55031,47743,361,73,1000,0,0,+,0,+,1,+
65964,55031,47743,361,72,1000,0,0,+,0,+,1,+
65965,55031,47743,361,71,1000,0,0,+,0,+,1,+
65966,55031,47743,361,78,1000,0,1,+,0,+,1,+
66006,55075,48278,13,324,1000,0,0,+,0,+,1,+
66007,55075,48278,13,325,1000,0,8,+,0,+,1,+
66008,55075,48278,13,197,0,0,48,+,0,+,0,+
66009,55075,48278,13,319,0,0,67,+,0,+,0,+
66010,55078,10530,13,324,1000,0,0,+,0,+,1,+
66011,55078,10530,13,325,1000,0,8,+,0,+,1,+
66012,55078,10530,13,197,0,0,48,+,0,+,0,+
66013,55078,10530,13,319,0,0,67,+,0,+,0,+
66014,55081,10530,825,103,1000,0,0,+,0,+,0.00000247,+
66015,55082,46134,361,79,1000,0,1,+,0,+,1,+
66016,55082,46134,361,77,1000,0,1,+,0,+,1,+
66017,55082,46134,361,75,1000,0,1,+,0,+,1,+
66018,55082,46134,361,76,1000,0,1,+,0,+,1,+
66019,55082,46134,361,74,1000,0,0,+,0,+,1,+
66020,55082,46134,361,73,1000,0,0,+,0,+,1,+
66021,55082,46134,361,72,1000,0,0,+,0,+,1,+
66022,55082,46134,361,71,1000,0,0,+,0,+,1,+
66023,55082,46134,361,78,1000,0,1,+,0,+,1,+
66065,55123,48112,13,324,1000,0,0,+,0,+,1,+
66066,55123,48112,13,325,1000,0,8,+,0,+,1,+
66067,55123,48112,13,197,0,0,48,+,0,+,0,+
66068,55123,48112,13,319,0,0,67,+,0,+,0,+
66106,55176,46599,13,324,1000,0,0,+,0,+,1,+
66107,55176,46599,13,325,1000,0,10,+,0,+,1,+
66108,55176,46599,13,197,0,0,50,+,0,+,0,+
66109,55176,46599,13,319,0,0,70,+,0,+,0,+
66110,55180,46599,955,112,1000,1,0,+,0,+,0,+
66111,55180,46599,955,111,1000,1,0,+,0,+,0,+
66112,55180,46599,955,113,999,1,0,+,0,+,0,+
66113,55181,46599,825,103,1000,0,0,+,0,+,0,+
66114,55182,48188,13,201,1000,0,0,+,0,+,1,+
66115,55183,48188,955,236,1000,0,0,+,0,+,0,+
66116,55183,48188,955,116,1000,0,0,+,0,+,0,+
66117,55183,48188,955,124,1000,0,0,+,0,+,0,+
66118,55183,48188,955,235,1000,0,0,+,0,+,0,+
66119,55187,48137,13,425,1000,0,0,+,0,+,2,+
66120,55188,48137,955,235,1000,0,0,+,0,+,0,+
66121,55188,48137,955,236,1000,0,0,+,0,+,0,+
66122,55188,48137,955,116,1000,0,0,+,0,+,0,+
66123,55188,48137,955,124,1000,0,0,+,0,+,0,+
66139,55200,48297,13,425,0,0,0,+,0,+,0,+
66140,55200,48297,13,324,0,0,2,+,0,+,0,+
66147,55208,48268,361,71,1000,1,0,+,0,+,0,+
66148,55208,48268,361,72,1000,1,0,+,0,+,0,+
66149,55208,48268,361,73,1000,1,0,+,0,+,0,+
66150,55208,48268,361,74,1000,1,0,+,0,+,0,+
66151,55208,48268,361,75,1000,1,1,+,0,+,0,+
66152,55208,48268,361,76,1000,1,1,+,0,+,0,+
66153,55208,48268,361,77,1000,1,1,+,0,+,0,+
66154,55208,48268,361,78,1000,1,1,+,0,+,0,+
66155,55208,48268,361,79,1000,1,1,+,0,+,0,+
66156,55210,48268,2528,330,0,0,0,+,0,+,0,+
66157,55210,48268,2528,332,0,0,0,+,0,+,0,+
66158,55210,48268,2528,331,0,0,0,+,0,+,0,+
66159,55210,48268,2528,333,0,0,0,+,0,+,0,+
66160,55211,46661,361,77,1000,0,1,+,0,+,0,+
66161,55211,46661,361,74,1000,0,0,+,0,+,0,+
66162,55211,46661,361,71,1000,0,0,+,0,+,0,+
66163,55211,46661,361,79,1000,0,1,+,0,+,0,+
66164,55211,46661,361,76,1000,0,1,+,0,+,0,+
66165,55211,46661,361,73,1000,0,0,+,0,+,0,+
66166,55211,46661,361,78,1000,0,1,+,0,+,0,+
66167,55211,46661,361,75,1000,0,1,+,0,+,0,+
66168,55211,46661,361,72,1000,0,0,+,0,+,0,+
66169,55212,46661,1419,156,1000,0,0,+,0,+,0,+
66170,55212,46661,1419,157,1000,0,0,+,0,+,0,+
66171,55215,46703,1467,162,999,1,5,+,0,+,0,+
66172,55215,46703,1467,161,999,1,0,+,0,+,0,+
66173,55216,46703,13,204,999,1,0,+,0,+,0,+
66174,55216,46703,13,205,999,1,0,+,0,+,0,+
66179,55224,47651,361,79,1000,0,1,+,0,+,1,+
66180,55224,47651,361,77,1000,0,1,+,0,+,1,+
66181,55224,47651,361,75,1000,0,1,+,0,+,1,+
66182,55224,47651,361,76,1000,0,1,+,0,+,1,+
66183,55224,47651,361,74,1000,0,0,+,0,+,1,+
66184,55224,47651,361,73,1000,0,0,+,0,+,1,+
66185,55224,47651,361,72,1000,0,0,+,0,+,1,+
66186,55224,47651,361,71,1000,0,0,+,0,+,1,+
66187,55224,47651,361,78,1000,0,1,+,0,+,1,+
66188,55228,47655,361,79,1000,0,1,+,0,+,1,+
66189,55228,47655,361,77,1000,0,1,+,0,+,1,+
66190,55228,47655,361,75,1000,0,1,+,0,+,1,+
66191,55228,47655,361,76,1000,0,1,+,0,+,1,+
66192,55228,47655,361,74,1000,0,0,+,0,+,1,+
66193,55228,47655,361,73,1000,0,0,+,0,+,1,+
66194,55228,47655,361,72,1000,0,0,+,0,+,1,+
66195,55228,47655,361,71,1000,0,0,+,0,+,1,+
66196,55228,47655,361,78,1000,0,1,+,0,+,1,+
66223,55259,46929,13,62,1000,0,0,+,0,+,0,+
66224,55260,46929,825,103,1000,0,0,+,0,+,0,+
66277,55300,48352,2659,349,0,0,0,+,0,+,0,+
66278,55300,48352,2659,350,0,0,10,+,0,+,0,+
66279,55300,48352,2659,351,0,0,25,+,0,+,0,+
66280,55300,48352,2659,352,0,0,45,+,0,+,0,+
66283,55301,48352,2660,355,0,0,0,+,0,+,0,+
66284,55301,48352,2660,356,0,0,0,+,0,+,0,+
66285,55301,48352,2660,357,0,0,10,+,0,+,0,+
66286,55301,48352,2660,358,0,0,10,+,0,+,0,+
66287,55301,48352,2660,359,0,0,10,+,0,+,0,+
66288,55301,48352,2660,360,0,0,10,+,0,+,0,+
66296,55306,46136,361,79,1000,0,1,+,0,+,1,+
66297,55306,46136,361,77,1000,0,1,+,0,+,1,+
66298,55306,46136,361,75,1000,0,1,+,0,+,1,+
66299,55306,46136,361,76,1000,0,1,+,0,+,1,+
66300,55306,46136,361,74,1000,0,0,+,0,+,1,+
66301,55306,46136,361,73,1000,0,0,+,0,+,1,+
66302,55306,46136,361,72,1000,0,0,+,0,+,1,+
66303,55306,46136,361,71,1000,0,0,+,0,+,1,+
66304,55306,46136,361,78,1000,0,1,+,0,+,1,+
66305,55310,46137,361,79,1000,1,1,+,0,+,1,+
66306,55310,46137,361,77,1000,0,1,+,0,+,1,+
66307,55310,46137,361,75,1000,0,1,+,0,+,1,+
66308,55310,46137,361,76,1000,0,1,+,0,+,1,+
66309,55310,46137,361,74,1000,0,0,+,0,+,1,+
66310,55310,46137,361,73,1000,0,0,+,0,+,1,+
66311,55310,46137,361,72,1000,0,0,+,0,+,1,+
66312,55310,46137,361,71,1000,0,0,+,0,+,1,+
66313,55310,46137,361,78,1000,1,1,+,0,+,1,+
66314,55314,46138,361,79,1000,0,1,+,0,+,1,+
66315,55314,46138,361,77,1000,0,1,+,0,+,1,+
66316,55314,46138,361,75,1000,0,1,+,0,+,1,+
66317,55314,46138,361,76,1000,0,1,+,0,+,1,+
66318,55314,46138,361,74,1000,0,0,+,0,+,1,+
66319,55314,46138,361,73,1000,0,0,+,0,+,1,+
66320,55314,46138,361,72,1000,0,0,+,0,+,1,+
66321,55314,46138,361,71,1000,0,0,+,0,+,1,+
66322,55314,46138,361,78,1000,0,1,+,0,+,1,+
66323,55317,46139,361,79,1000,0,1,+,0,+,1,+
66324,55317,46139,361,77,1000,0,1,+,0,+,1,+
66325,55317,46139,361,75,1000,0,1,+,0,+,1,+
66326,55317,46139,361,76,1000,0,1,+,0,+,1,+
66327,55317,46139,361,74,1000,0,0,+,0,+,1,+
66328,55317,46139,361,73,1000,0,0,+,0,+,1,+
66329,55317,46139,361,72,1000,0,0,+,0,+,1,+
66330,55317,46139,361,71,1000,0,0,+,0,+,1,+
66331,55317,46139,361,78,1000,0,1,+,0,+,1,+
66332,55320,46140,361,79,1000,0,1,+,0,+,1,+
66333,55320,46140,361,77,1000,0,1,+,0,+,1,+
66334,55320,46140,361,75,1000,0,1,+,0,+,1,+
66335,55320,46140,361,76,1000,0,1,+,0,+,1,+
66336,55320,46140,361,74,1000,0,0,+,0,+,1,+
66337,55320,46140,361,73,1000,0,0,+,0,+,1,+
66338,55320,46140,361,72,1000,0,0,+,0,+,1,+
66339,55320,46140,361,71,1000,0,0,+,0,+,1,+
66340,55320,46140,361,78,1000,0,1,+,0,+,1,+
66348,55327,48234,2490,304,0,0,0,+,0,+,0,+
66349,55327,48234,2490,305,0,0,0,+,0,+,0,+
66371,55340,47750,361,71,1000,0,0,+,0,+,0,+
66372,55340,47750,361,72,1000,0,0,+,0,+,0,+
66373,55340,47750,361,73,1000,0,0,+,0,+,0,+
66374,55340,47750,361,74,1000,0,0,+,0,+,0,+
66375,55340,47750,361,75,1000,0,1,+,0,+,0,+
66376,55340,47750,361,76,1000,0,1,+,0,+,0,+
66377,55340,47750,361,77,1000,0,1,+,0,+,0,+
66378,55340,47750,361,78,1000,0,1,+,0,+,0,+
66379,55340,47750,361,79,1000,0,1,+,0,+,0,+
66394,55350,46141,361,79,1000,0,1,+,0,+,1,+
66395,55350,46141,361,77,1000,0,1,+,0,+,1,+
66396,55350,46141,361,75,1000,0,1,+,0,+,1,+
66397,55350,46141,361,76,1000,0,1,+,0,+,1,+
66398,55350,46141,361,74,1000,0,0,+,0,+,1,+
66399,55350,46141,361,73,1000,0,0,+,0,+,1,+
66400,55350,46141,361,72,1000,0,0,+,0,+,1,+
66401,55350,46141,361,71,1000,0,0,+,0,+,1,+
66402,55350,46141,361,78,1000,0,1,+,0,+,1,+
66417,55362,46574,825,103,1000,0,0,+,0,+,0,+
66444,55381,48354,2659,349,0,0,0,+,0,+,0,+
66445,55381,48354,2659,350,0,0,10,+,0,+,0,+
66446,55381,48354,2659,351,0,0,25,+,0,+,0,+
66447,55381,48354,2659,352,0,0,45,+,0,+,0,+
66450,55382,48354,2660,355,0,0,0,+,0,+,0,+
66451,55382,48354,2660,356,0,0,0,+,0,+,0,+
66452,55382,48354,2660,357,0,0,10,+,0,+,0,+
66453,55382,48354,2660,358,0,0,10,+,0,+,0,+
66454,55382,48354,2660,359,0,0,10,+,0,+,0,+
66455,55382,48354,2660,360,0,0,10,+,0,+,0,+
66456,55383,46142,361,79,1000,0,1,+,0,+,1,+
66457,55383,46142,361,77,1000,0,1,+,0,+,1,+
66458,55383,46142,361,75,1000,0,1,+,0,+,1,+
66459,55383,46142,361,76,1000,0,1,+,0,+,1,+
66460,55383,46142,361,74,1000,0,0,+,0,+,1,+
66461,55383,46142,361,73,1000,0,0,+,0,+,1,+
66462,55383,46142,361,72,1000,0,0,+,0,+,1,+
66463,55383,46142,361,71,1000,0,0,+,0,+,1,+
66464,55383,46142,361,78,1000,0,1,+,0,+,1,+
66477,55395,46662,361,77,1000,0,1,+,0,+,0,+
66478,55395,46662,361,74,1000,0,0,+,0,+,0,+
66479,55395,46662,361,71,1000,0,0,+,0,+,0,+
66480,55395,46662,361,79,1000,0,1,+,0,+,0,+
66481,55395,46662,361,76,1000,0,1,+,0,+,0,+
66482,55395,46662,361,73,1000,0,0,+,0,+,0,+
66483,55395,46662,361,78,1000,0,1,+,0,+,0,+
66484,55395,46662,361,75,1000,0,1,+,0,+,0,+
66485,55395,46662,361,72,1000,0,0,+,0,+,0,+
66486,55396,46662,1419,156,1000,0,0,+,0,+,0,+
66487,55396,46662,1419,157,1000,0,0,+,0,+,0,+
66494,55402,47627,13,324,1000,0,2,+,0,+,1,+
66495,55402,47627,13,63,1000,0,5,+,0,+,2,+
66496,55402,47627,13,325,1000,0,10,+,0,+,2,+
66497,55402,47627,13,425,0,0,0,+,0,+,0,+
66498,55402,47627,13,201,0,0,45,+,0,+,0,+
66499,55402,47627,13,197,0,0,50,+,0,+,0,+
66502,55408,47628,13,324,0,0,2,+,0,+,0,+
66503,55408,47628,13,425,0,0,0,+,0,+,0,+
66528,55430,48175,955,106,0,0,0,+,0,+,0,+
66529,55430,48175,955,107,0,0,0,+,0,+,0,+
66530,55430,48175,955,116,0,0,0,+,0,+,0,+
66531,55430,48175,955,236,0,0,0,+,0,+,0,+
66532,55430,48175,955,235,0,0,0,+,0,+,0,+
66537,55437,48349,2659,349,0,0,0,+,0,+,0,+
66538,55437,48349,2659,350,0,0,10,+,0,+,0,+
66539,55437,48349,2659,351,0,0,25,+,0,+,0,+
66540,55437,48349,2659,352,0,0,45,+,0,+,0,+
66543,55438,48349,2660,355,0,0,0,+,0,+,0,+
66544,55438,48349,2660,356,0,0,0,+,0,+,0,+
66545,55438,48349,2660,357,0,0,10,+,0,+,0,+
66546,55438,48349,2660,358,0,0,10,+,0,+,0,+
66547,55438,48349,2660,359,0,0,10,+,0,+,0,+
66548,55438,48349,2660,360,0,0,10,+,0,+,0,+
66549,55441,46739,1085,227,1000,0,20,+,0,+,0,+
66550,55441,46739,1085,226,1000,0,0,+,0,+,0,+
66551,55442,46739,2293,239,0,0,0,+,0,+,0,+
66552,55442,46739,2293,240,0,0,0,+,0,+,0,+
66553,55443,47745,361,79,1000,0,1,+,0,+,1,+
66554,55443,47745,361,77,1000,0,1,+,0,+,1,+
66555,55443,47745,361,75,1000,0,1,+,0,+,1,+
66556,55443,47745,361,76,1000,0,1,+,0,+,1,+
66557,55443,47745,361,74,1000,0,0,+,0,+,1,+
66558,55443,47745,361,73,1000,0,0,+,0,+,1,+
