option_value_id,language_id,option_id,name
868,1,2842,10 x 9.55 Inches - Star
869,1,2842,10 x 10 Inches - Moon
870,1,2842,20 x 7.3 Inches - Pill
871,1,2842,20 x 11.6 Inches - Cloud 
872,1,2842,20 x 17.7 Inches - Heart
873,1,2842,20 x 18.3 Inches - Hexagon
874,1,2842,20 x 19.1 Inches - Star
875,1,2842,20 x 20 Inches - Moon
876,1,2842,30 x 11 Inches - Pill
877,1,2842,30 x 17.5 Inches - Cloud
878,1,2842,30 x 26.55 Inches - Heart
879,1,2842,30 x 30 Inches - Moon
880,1,2706,Cobalt Blue
881,1,2701,45.7 x16 Sturdy Foam Board
882,1,2701,32.5 x 11.5 Sturdy Foam Board
883,1,2701,22.5 x 8 Sturdy Foam Board
884,1,2823,22.5 x 8 Sturdy Foam Board
885,1,2823,32.5 x 11.5 Sturdy Foam Board
886,1,2823,45.7 x16 Sturdy Foam Board
887,1,2823,20.5 x 8.5 Sturdy Foam Board
888,1,2823,32.8 x 13.8 Sturdy Foam Board
889,1,2823,45.5 x 19 Sturdy Foam Board
890,1,2823,21.8 x 9 Sturdy Foam Board
891,1,2823,32.5 x 13.5 Sturdy Foam Board
892,1,2823,45.5 x 18.8 Sturdy Foam Board
893,1,2823,23 x 13 Sturdy Foam Board
894,1,2823,33.5 x 15.5 Sturdy Foam Board
895,1,2823,45.8 x 21.5 Sturdy Foam Board
896,1,2823,20.5 x 8 Foam Board Indoor Only
897,1,2823,32.6 x 12.8 Foam Board Indoor Only
898,1,2823,45.5 x 18 Foam Board Indoor Only
899,1,2823,22 x 9.5 Foam Board Indoor Only
900,1,2823,33.5 x 15.7 Foam Board Indoor Only
901,1,2823,45.8 x 17 Foam Board Indoor Only
902,1,2823,32.5 x 13 Foam Board Indoor 
903,1,2823,10.5 x 22 Foam Board Indoor Only
904,1,2823,34 x 16 Foam Board Indoor Only
905,1,2823,45.5 x 22 Foam Board Indoor Only
906,1,2823,23 x 9.5 Foam Board Indoor 
907,1,2823,34 x 14 Foam Board Indoor 
908,1,2823,45.5 x 19 Foam Board Indoor 
909,1,2860,Gold
910,1,2860,Silver
911,1,2860,Black
912,1,2860,Light Wood
913,1,2860,Dark Wood 
914,1,2861,23&quot; x 11&quot; Sturdy Foam Board
915,1,2861,35&quot; x 17&quot; Sturdy Foam Board
916,1,2861,46.5&quot; x 23&quot; Sturdy Foam Board
917,1,2864,24&quot;W x 24&quot;H
918,1,2864,24&quot;W x 42&quot;H
919,1,2864,30&quot;W x 24&quot;H
920,1,2864,POS - 30&quot;W x 24&quot;H
921,1,2864,32&quot;W x 20&quot;H
922,1,2864,32&quot;W x 24&quot;H
923,1,2864,32&quot;W x 32&quot;H
924,1,2864,36&quot;W x 32&quot;H
925,1,2864,40&quot;W x 32&quot;H
926,1,2864,48&quot;W x 24&quot;H
927,1,2864,48&quot;W x 32&quot;H
928,1,2864,60&quot;W x 24&quot;H
929,1,1477,24 x 36 Inhces
930,1,1477,24 x 48 Inches
931,1,2865,Size S 
932,1,2865,Size M 
933,1,2865,Size L
934,1,2866,Gold
935,1,2866,Silver
936,1,2866,Light Wood
937,1,2866,Dark Wood
938,1,2866,Black
939,1,2889,22 x 17 Inches - With Cutout At Center
940,1,2889,22 x 17 Inches - Without Cutout At Center
941,1,2889,29.5 x 23 - With Cutout At Center
942,1,2889,29.5 x 23 - Without Cutout At Center
943,1,2890,Gold
944,1,2890,Silver
945,1,2911,24x18 Poster Only
946,1,2911,24x18 Sturdy Foam Board Ready to Use
947,1,2911,36x24 Poster Only
948,1,2911,36x24 Sturdy Foam Board Ready to Use
949,1,2911,48x36 Poster Only
950,1,2911,48x36 Sturdy Foam Board Ready to Use
951,1,2945,Gold
952,1,2945,Outdoor Wood
953,1,2945,Rose Gold
954,1,2945,Silver
955,1,2945,Wood
956,1,2946,Size S - Sturdy Foam Board
957,1,2946,Size M - Sturdy Foam Board
958,1,2946,Size L - Sturdy Foam Board
959,1,2945,Copper
960,1,2950,30&quot; W x 82' L
961,1,2950,48.4&quot; W x 49' L
962,1,2950,60.6&quot; W x 49' L
963,1,2951,Clear
964,1,2951,Frosted
965,1,2836,Blue
966,1,2952,36 x 24 Inch
967,1,2952,48 x 32 Inch
968,1,2954,Size S - Sturdy Foam Board
969,1,2954,Size L - Sturdy Foam Board
970,1,2955,"Yes, I understand."
971,1,2955,Yes
