Group,Zip Code,Delivery Time,Package,Price
Utah,84770,nextday,26x27x1 5lb packages small MOUNTED,35.13
Utah,84770,ground,50x38x1 7lb packages huge MOUNTED,25.32
Utah,84770,3day,50x38x1 7lb packages huge MOUNTED,39.04
Utah,84770,2nd,50x38x1 7lb packages huge MOUNTED,47.55
Utah,84770,nextday,50x38x1 7lb packages huge MOUNTED,73.06
Idaho Southern,83318,ground,26x3x3 1lb packages poster,11.19
Idaho Southern,83318,3day,26x3x3 1lb packages poster,13.21
Idaho Southern,83318,2nd,26x3x3 1lb packages poster,13.90
Idaho Southern,83318,nextday,26x3x3 1lb packages poster,28.01
Idaho Southern,83318,ground,36x3x3 3lb packages poster,11.18
Idaho Southern,83318,3day,36x3x3 3lb packages poster,13.58
Idaho Southern,83318,2nd,36x3x3 3lb packages poster,15.29
Idaho Southern,83318,nextday,36x3x3 3lb packages poster,33.09
Idaho Southern,83318,ground,26x27x1 5lb packages small MOUNTED,11.19
Idaho Southern,83318,3day,26x27x1 5lb packages small MOUNTED,15.71
Idaho Southern,83318,2nd,26x27x1 5lb packages small MOUNTED,19.18
Idaho Southern,83318,nextday,26x27x1 5lb packages small MOUNTED,35.13
Idaho Southern,83318,ground,50x38x1 7lb packages huge MOUNTED,25.32
Idaho Southern,83318,3day,50x38x1 7lb packages huge MOUNTED,39.04
Idaho Southern,83318,2nd,50x38x1 7lb packages huge MOUNTED,47.55
Idaho Southern,83318,nextday,50x38x1 7lb packages huge MOUNTED,73.06
Idaho Northern,83617,ground,26x3x3 1lb packages poster,11.51
Idaho Northern,83617,3day,26x3x3 1lb packages poster,13.54
Idaho Northern,83617,2nd,26x3x3 1lb packages poster,15.15
Idaho Northern,83617,nextday,26x3x3 1lb packages poster,31.65
Idaho Northern,83617,ground,36x3x3 3lb packages poster,11.51
Idaho Northern,83617,3day,36x3x3 3lb packages poster,14.74
Idaho Northern,83617,2nd,36x3x3 3lb packages poster,17.22
Idaho Northern,83617,nextday,36x3x3 3lb packages poster,36.49
Idaho Northern,83617,ground,26x27x1 5lb packages small MOUNTED,11.81
Idaho Northern,83617,3day,26x27x1 5lb packages small MOUNTED,17.92
Idaho Northern,83617,2nd,26x27x1 5lb packages small MOUNTED,21.25
Idaho Northern,83617,nextday,26x27x1 5lb packages small MOUNTED,39.93
Idaho Northern,83617,ground,50x38x1 7lb packages huge MOUNTED,27.44
Idaho Northern,83617,3day,50x38x1 7lb packages huge MOUNTED,42.54
Idaho Northern,83617,2nd,50x38x1 7lb packages huge MOUNTED,51.08
Idaho Northern,83617,nextday,50x38x1 7lb packages huge MOUNTED,74.74
Washington Western,98520,ground,26x3x3 1lb packages poster,11.19
Washington Western,98520,3day,26x3x3 1lb packages poster,13.21
Washington Western,98520,2nd,26x3x3 1lb packages poster,14.82
Washington Western,98520,nextday,26x3x3 1lb packages poster,31.33
Washington Western,98520,ground,36x3x3 3lb packages poster,11.19
Washington Western,98520,3day,36x3x3 3lb packages poster,14.41
Washington Western,98520,2nd,36x3x3 3lb packages poster,16.89
Washington Western,98520,nextday,36x3x3 3lb packages poster,36.16
Washington Western,98520,ground,26x27x1 5lb packages small MOUNTED,11.49
Washington Western,98520,3day,26x27x1 5lb packages small MOUNTED,17.59
Washington Western,98520,2nd,26x27x1 5lb packages small MOUNTED,20.93
Washington Western,98520,nextday,26x27x1 5lb packages small MOUNTED,39.60
Washington Western,98520,ground,50x38x1 7lb packages huge MOUNTED,27.11
Washington Western,98520,3day,50x38x1 7lb packages huge MOUNTED,42.22
Washington Western,98520,2nd,50x38x1 7lb packages huge MOUNTED,50.75
Washington Western,98520,nextday,50x38x1 7lb packages huge MOUNTED,74.41
Washington Eastern,98901,ground,26x3x3 1lb packages poster,9.51
Washington Eastern,98901,3day,26x3x3 1lb packages poster,11.44
Washington Eastern,98901,2nd,26x3x3 1lb packages poster,13.06
Washington Eastern,98901,nextday,26x3x3 1lb packages poster,29.56
Washington Eastern,98901,ground,36x3x3 3lb packages poster,9.51
Washington Eastern,98901,3day,36x3x3 3lb packages poster,12.64
Washington Eastern,98901,2nd,36x3x3 3lb packages poster,15.13
Washington Eastern,98901,nextday,36x3x3 3lb packages poster,34.40
Washington Eastern,98901,ground,26x27x1 5lb packages small MOUNTED,9.81
Washington Eastern,98901,3day,26x27x1 5lb packages small MOUNTED,15.83
Washington Eastern,98901,2nd,26x27x1 5lb packages small MOUNTED,19.16
Washington Eastern,98901,nextday,26x27x1 5lb packages small MOUNTED,37.83
Washington Eastern,98901,ground,50x38x1 7lb packages huge MOUNTED,25.45
Washington Eastern,98901,3day,50x38x1 7lb packages huge MOUNTED,40.44
Washington Eastern,98901,2nd,50x38x1 7lb packages huge MOUNTED,48.97
Washington Eastern,98901,nextday,50x38x1 7lb packages huge MOUNTED,72.64
Maine Western,4281,ground,26x3x3 1lb packages poster,11.19
Maine Western,4281,3day,26x3x3 1lb packages poster,13.21
Maine Western,4281,2nd,26x3x3 1lb packages poster,13.90
Maine Western,4281,nextday,26x3x3 1lb packages poster,27.26
Maine Western,4281,ground,36x3x3 3lb packages poster,11.19
Maine Western,4281,3day,36x3x3 3lb packages poster,13.21
Maine Western,4281,2nd,36x3x3 3lb packages poster,13.90
Maine Western,4281,nextday,36x3x3 3lb packages poster,30.90
Maine Western,4281,ground,26x27x1 5lb packages small MOUNTED,11.19
Maine Western,4281,3day,26x27x1 5lb packages small MOUNTED,13.21
Maine Western,4281,2nd,26x27x1 5lb packages small MOUNTED,14.96
Maine Western,4281,nextday,26x27x1 5lb packages small MOUNTED,33.96
Maine Western,4281,ground,50x38x1 7lb packages huge MOUNTED,24.93
Maine Western,4281,3day,50x38x1 7lb packages huge MOUNTED,32.63
Maine Western,4281,2nd,50x38x1 7lb packages huge MOUNTED,37.39
Maine Western,4281,nextday,50x38x1 7lb packages huge MOUNTED,70.31
Maine Eastern,4605,ground,26x3x3 1lb packages poster,11.19
Maine Eastern,4605,3day,26x3x3 1lb packages poster,13.21
Maine Eastern,4605,2nd,26x3x3 1lb packages poster,13.90
Maine Eastern,4605,nextday,26x3x3 1lb packages poster,27.26
Maine Eastern,4605,ground,36x3x3 3lb packages poster,11.19
Maine Eastern,4605,3day,36x3x3 3lb packages poster,13.21
Maine Eastern,4605,2nd,36x3x3 3lb packages poster,13.90
Maine Eastern,4605,nextday,36x3x3 3lb packages poster,30.90
Maine Eastern,4605,ground,26x27x1 5lb packages small MOUNTED,11.19
Maine Eastern,4605,3day,26x27x1 5lb packages small MOUNTED,13.21
Maine Eastern,4605,2nd,26x27x1 5lb packages small MOUNTED,14.96
Maine Eastern,4605,nextday,26x27x1 5lb packages small MOUNTED,33.96
Maine Eastern,4605,ground,50x38x1 7lb packages huge MOUNTED,24.93
Maine Eastern,4605,3day,50x38x1 7lb packages huge MOUNTED,32.63
Maine Eastern,4605,2nd,50x38x1 7lb packages huge MOUNTED,37.39
Maine Eastern,4605,nextday,50x38x1 7lb packages huge MOUNTED,70.31
Montana Western,59808,ground,26x3x3 1lb packages poster,9.51
Montana Western,59808,3day,26x3x3 1lb packages poster,11.44
Montana Western,59808,2nd,26x3x3 1lb packages poster,12.13
Montana Western,59808,nextday,26x3x3 1lb packages poster,26.25
Montana Western,59808,ground,36x3x3 3lb packages poster,9.50
Montana Western,59808,3day,36x3x3 3lb packages poster,11.82
Montana Western,59808,2nd,36x3x3 3lb packages poster,13.53
Montana Western,59808,nextday,36x3x3 3lb packages poster,31.33
Montana Western,59808,ground,26x27x1 5lb packages small MOUNTED,9.50
Montana Western,59808,3day,26x27x1 5lb packages small MOUNTED,13.94
Montana Western,59808,2nd,26x27x1 5lb packages small MOUNTED,17.42
Montana Western,59808,nextday,26x27x1 5lb packages small MOUNTED,33.37
Montana Western,59808,ground,50x38x1 7lb packages huge MOUNTED,23.66
Montana Western,59808,3day,50x38x1 7lb packages huge MOUNTED,37.26
Montana Western,59808,2nd,50x38x1 7lb packages huge MOUNTED,45.77
Montana Western,59808,nextday,50x38x1 7lb packages huge MOUNTED,71.28
Montana Eastern,59301,ground,26x3x3 1lb packages poster,11.51
Montana Eastern,59301,3day,26x3x3 1lb packages poster,13.54
Montana Eastern,59301,2nd,26x3x3 1lb packages poster,14.22
Montana Eastern,59301,nextday,26x3x3 1lb packages poster,27.59
Montana Eastern,59301,ground,36x3x3 3lb packages poster,11.51
Montana Eastern,59301,3day,36x3x3 3lb packages poster,13.54
Montana Eastern,59301,2nd,36x3x3 3lb packages poster,14.23
Montana Eastern,59301,nextday,36x3x3 3lb packages poster,31.23
Montana Eastern,59301,ground,26x27x1 5lb packages small MOUNTED,11.51
Montana Eastern,59301,3day,26x27x1 5lb packages small MOUNTED,13.54
Montana Eastern,59301,2nd,26x27x1 5lb packages small MOUNTED,15.28
Montana Eastern,59301,nextday,26x27x1 5lb packages small MOUNTED,34.28
Montana Eastern,59301,ground,50x38x1 7lb packages huge MOUNTED,25.26
Montana Eastern,59301,3day,50x38x1 7lb packages huge MOUNTED,32.96
Montana Eastern,59301,2nd,50x38x1 7lb packages huge MOUNTED,37.71
Montana Eastern,59301,nextday,50x38x1 7lb packages huge MOUNTED,70.64
Montana Southern,59019,ground,26x3x3 1lb packages poster,11.51
Montana Southern,59019,3day,26x3x3 1lb packages poster,13.54
Montana Southern,59019,2nd,26x3x3 1lb packages poster,14.22
Montana Southern,59019,nextday,26x3x3 1lb packages poster,28.34
Montana Southern,59019,ground,36x3x3 3lb packages poster,11.51
Montana Southern,59019,3day,36x3x3 3lb packages poster,13.91
Montana Southern,59019,2nd,36x3x3 3lb packages poster,15.62
Montana Southern,59019,nextday,36x3x3 3lb packages poster,33.42
Montana Southern,59019,ground,26x27x1 5lb packages small MOUNTED,11.51
Montana Southern,59019,3day,26x27x1 5lb packages small MOUNTED,16.03
Montana Southern,59019,2nd,26x27x1 5lb packages small MOUNTED,19.51
Montana Southern,59019,nextday,26x27x1 5lb packages small MOUNTED,35.46
Montana Southern,59019,ground,50x38x1 7lb packages huge MOUNTED,25.64
Montana Southern,59019,3day,50x38x1 7lb packages huge MOUNTED,39.37
Montana Southern,59019,2nd,50x38x1 7lb packages huge MOUNTED,47.88
Montana Southern,59019,nextday,50x38x1 7lb packages huge MOUNTED,73.38
Nevada Northern,89445,ground,26x3x3 1lb packages poster,11.51
Nevada Northern,89445,3day,26x3x3 1lb packages poster,13.54
Nevada Northern,89445,2nd,26x3x3 1lb packages poster,15.15
Nevada Northern,89445,nextday,26x3x3 1lb packages poster,31.65
Nevada Northern,89445,ground,36x3x3 3lb packages poster,11.51
Nevada Northern,89445,3day,36x3x3 3lb packages poster,14.74
Nevada Northern,89445,2nd,36x3x3 3lb packages poster,17.22
Nevada Northern,89445,nextday,36x3x3 3lb packages poster,36.49
Nevada Northern,89445,ground,26x27x1 5lb packages small MOUNTED,11.81
Nevada Northern,89445,3day,26x27x1 5lb packages small MOUNTED,17.92
Nevada Northern,89445,2nd,26x27x1 5lb packages small MOUNTED,21.25
Nevada Northern,89445,nextday,26x27x1 5lb packages small MOUNTED,39.93
Nevada Northern,89445,ground,50x38x1 7lb packages huge MOUNTED,27.44
Nevada Northern,89445,3day,50x38x1 7lb packages huge MOUNTED,42.54
Nevada Northern,89445,2nd,50x38x1 7lb packages huge MOUNTED,51.08
Nevada Northern,89445,nextday,50x38x1 7lb packages huge MOUNTED,74.74
Nevada Southern,89046,ground,26x3x3 1lb packages poster,11.51
Nevada Southern,89046,3day,26x3x3 1lb packages poster,13.54
Nevada Southern,89046,2nd,26x3x3 1lb packages poster,15.15
Nevada Southern,89046,nextday,26x3x3 1lb packages poster,31.65
Nevada Southern,89046,ground,36x3x3 3lb packages poster,11.51
Nevada Southern,89046,3day,36x3x3 3lb packages poster,14.74
Nevada Southern,89046,2nd,36x3x3 3lb packages poster,17.22
Nevada Southern,89046,nextday,36x3x3 3lb packages poster,36.49
Nevada Southern,89046,ground,26x27x1 5lb packages small MOUNTED,11.81
Nevada Southern,89046,3day,26x27x1 5lb packages small MOUNTED,17.92
Nevada Southern,89046,2nd,26x27x1 5lb packages small MOUNTED,21.25
Nevada Southern,89046,nextday,26x27x1 5lb packages small MOUNTED,39.93
Nevada Southern,89046,ground,50x38x1 7lb packages huge MOUNTED,27.44
Nevada Southern,89046,3day,50x38x1 7lb packages huge MOUNTED,42.54
Nevada Southern,89046,2nd,50x38x1 7lb packages huge MOUNTED,51.08
Nevada Southern,89046,nextday,50x38x1 7lb packages huge MOUNTED,74.74
Wyoming Western,82520,ground,26x3x3 1lb packages poster,11.51
Wyoming Western,82520,3day,26x3x3 1lb packages poster,13.54
Wyoming Western,82520,2nd,26x3x3 1lb packages poster,14.22
Wyoming Western,82520,nextday,26x3x3 1lb packages poster,28.34
Wyoming Western,82520,ground,36x3x3 3lb packages poster,11.51
Wyoming Western,82520,3day,36x3x3 3lb packages poster,13.91
Wyoming Western,82520,2nd,36x3x3 3lb packages poster,15.62
Wyoming Western,82520,nextday,36x3x3 3lb packages poster,33.42
Wyoming Western,82520,ground,26x27x1 5lb packages small MOUNTED,11.51
Wyoming Western,82520,3day,26x27x1 5lb packages small MOUNTED,16.03
Wyoming Western,82520,2nd,26x27x1 5lb packages small MOUNTED,19.51
Wyoming Western,82520,nextday,26x27x1 5lb packages small MOUNTED,35.46
Wyoming Western,82520,ground,50x38x1 7lb packages huge MOUNTED,25.64
Wyoming Western,82520,3day,50x38x1 7lb packages huge MOUNTED,39.37
Wyoming Western,82520,2nd,50x38x1 7lb packages huge MOUNTED,47.88
Wyoming Western,82520,nextday,50x38x1 7lb packages huge MOUNTED,73.38
Wyoming Eastern,82633,ground,26x3x3 1lb packages poster,11.51
Wyoming Eastern,82633,3day,26x3x3 1lb packages poster,13.54
Wyoming Eastern,82633,2nd,26x3x3 1lb packages poster,14.22
Wyoming Eastern,82633,nextday,26x3x3 1lb packages poster,27.59
Wyoming Eastern,82633,ground,36x3x3 3lb packages poster,11.51
Wyoming Eastern,82633,3day,36x3x3 3lb packages poster,13.54
Wyoming Eastern,82633,2nd,36x3x3 3lb packages poster,14.23
Wyoming Eastern,82633,nextday,36x3x3 3lb packages poster,31.23
Wyoming Eastern,82633,ground,26x27x1 5lb packages small MOUNTED,11.51
Wyoming Eastern,82633,3day,26x27x1 5lb packages small MOUNTED,13.54
Wyoming Eastern,82633,2nd,26x27x1 5lb packages small MOUNTED,15.28
Wyoming Eastern,82633,nextday,26x27x1 5lb packages small MOUNTED,34.28
Wyoming Eastern,82633,ground,50x38x1 7lb packages huge MOUNTED,25.26
Wyoming Eastern,82633,3day,50x38x1 7lb packages huge MOUNTED,32.96
Wyoming Eastern,82633,2nd,50x38x1 7lb packages huge MOUNTED,37.71
Wyoming Eastern,82633,nextday,50x38x1 7lb packages huge MOUNTED,70.64
New Mexico Western,87301,ground,26x3x3 1lb packages poster,11.51
New Mexico Western,87301,3day,26x3x3 1lb packages poster,13.54
New Mexico Western,87301,2nd,26x3x3 1lb packages poster,14.22
New Mexico Western,87301,nextday,26x3x3 1lb packages poster,28.34
New Mexico Western,87301,ground,36x3x3 3lb packages poster,11.51
New Mexico Western,87301,3day,36x3x3 3lb packages poster,13.91
New Mexico Western,87301,2nd,36x3x3 3lb packages poster,15.62
New Mexico Western,87301,nextday,36x3x3 3lb packages poster,33.42
New Mexico Western,87301,ground,26x27x1 5lb packages small MOUNTED,11.51
New Mexico Western,87301,3day,26x27x1 5lb packages small MOUNTED,16.03
New Mexico Western,87301,2nd,26x27x1 5lb packages small MOUNTED,19.51
New Mexico Western,87301,nextday,26x27x1 5lb packages small MOUNTED,35.46
New Mexico Western,87301,ground,50x38x1 7lb packages huge MOUNTED,25.64
New Mexico Western,87301,3day,50x38x1 7lb packages huge MOUNTED,39.37
New Mexico Western,87301,2nd,50x38x1 7lb packages huge MOUNTED,47.88
New Mexico Western,87301,nextday,50x38x1 7lb packages huge MOUNTED,73.38
New Mexico Eastern,88101,ground,26x3x3 1lb packages poster,11.19
New Mexico Eastern,88101,3day,26x3x3 1lb packages poster,13.21
New Mexico Eastern,88101,2nd,26x3x3 1lb packages poster,13.90
New Mexico Eastern,88101,nextday,26x3x3 1lb packages poster,27.26
New Mexico Eastern,88101,ground,36x3x3 3lb packages poster,11.19
New Mexico Eastern,88101,3day,36x3x3 3lb packages poster,13.21
New Mexico Eastern,88101,2nd,36x3x3 3lb packages poster,13.90
New Mexico Eastern,88101,nextday,36x3x3 3lb packages poster,30.90
New Mexico Eastern,88101,ground,26x27x1 5lb packages small MOUNTED,11.19
New Mexico Eastern,88101,3day,26x27x1 5lb packages small MOUNTED,13.21
New Mexico Eastern,88101,2nd,26x27x1 5lb packages small MOUNTED,14.96
New Mexico Eastern,88101,nextday,26x27x1 5lb packages small MOUNTED,33.96
New Mexico Eastern,88101,ground,50x38x1 7lb packages huge MOUNTED,24.93
New Mexico Eastern,88101,3day,50x38x1 7lb packages huge MOUNTED,32.63
New Mexico Eastern,88101,2nd,50x38x1 7lb packages huge MOUNTED,37.39
New Mexico Eastern,88101,nextday,50x38x1 7lb packages huge MOUNTED,70.31
Oregon Eastern,97031,ground,26x3x3 1lb packages poster,11.19
Oregon Eastern,97031,3day,26x3x3 1lb packages poster,13.21
Oregon Eastern,97031,2nd,26x3x3 1lb packages poster,14.82
Oregon Eastern,97031,nextday,26x3x3 1lb packages poster,31.33
Oregon Eastern,97031,ground,36x3x3 3lb packages poster,11.19
Oregon Eastern,97031,3day,36x3x3 3lb packages poster,14.41
Oregon Eastern,97031,2nd,36x3x3 3lb packages poster,16.89
Oregon Eastern,97031,nextday,36x3x3 3lb packages poster,36.16
Oregon Eastern,97031,ground,26x27x1 5lb packages small MOUNTED,11.49
Oregon Eastern,97031,3day,26x27x1 5lb packages small MOUNTED,17.59
Oregon Eastern,97031,2nd,26x27x1 5lb packages small MOUNTED,20.93
Oregon Eastern,97031,nextday,26x27x1 5lb packages small MOUNTED,39.60
Oregon Eastern,97031,ground,50x38x1 7lb packages huge MOUNTED,27.11
Oregon Eastern,97031,3day,50x38x1 7lb packages huge MOUNTED,42.22
Oregon Eastern,97031,2nd,50x38x1 7lb packages huge MOUNTED,50.75
Oregon Eastern,97031,nextday,50x38x1 7lb packages huge MOUNTED,74.41
Oregon Western,97365,ground,26x3x3 1lb packages poster,9.51
Oregon Western,97365,3day,26x3x3 1lb packages poster,11.44
Oregon Western,97365,2nd,26x3x3 1lb packages poster,13.06
Oregon Western,97365,nextday,26x3x3 1lb packages poster,29.56
Oregon Western,97365,ground,36x3x3 3lb packages poster,9.51
Oregon Western,97365,3day,36x3x3 3lb packages poster,12.64
Oregon Western,97365,2nd,36x3x3 3lb packages poster,15.13
Oregon Western,97365,nextday,36x3x3 3lb packages poster,34.40
Oregon Western,97365,ground,26x27x1 5lb packages small MOUNTED,9.81
Oregon Western,97365,3day,26x27x1 5lb packages small MOUNTED,15.83
Oregon Western,97365,2nd,26x27x1 5lb packages small MOUNTED,19.16
Oregon Western,97365,nextday,26x27x1 5lb packages small MOUNTED,37.83
Oregon Western,97365,ground,50x38x1 7lb packages huge MOUNTED,25.45
Oregon Western,97365,3day,50x38x1 7lb packages huge MOUNTED,40.44
Oregon Western,97365,2nd,50x38x1 7lb packages huge MOUNTED,48.97
Oregon Western,97365,nextday,50x38x1 7lb packages huge MOUNTED,72.64
